"vacancyID","applicationDate","candidateID","name","nameLat","gender","occupation","ethnicity","city","city2","website","RA","ethnCollapsed","ethnGroup2","emailContact","websiteContact","phoneContact","response","rejected","genderEmp","notRussianEmp"
5071,2018-10-12,231,"Арнис Озолинс","Arnis Ozolins","male","salesperson","Latvian","Kazan","Kazan/Ufa","2","3","Latvian/Lithuanian","European",0,0,1,1,0,"female",0
5072,2018-10-12,168,"Рамис Зиатдинов","Ramis Ziyatdinov","male","salesperson","Tatar","Ufa","Kazan/Ufa","2","3","Tatar","Southern",0,0,0,0,0,NA,NA
5073,2018-10-12,293,"Умар Сатуев","Umar Satuev","male","salesperson","Chechen","Moscow","Moscow/St Petersburg","2","3","Chechen/Azeri","Southern",0,0,0,0,1,NA,NA
5074,2018-10-12,213,"Наталия Фишер","Natalia Fischer","female","salesperson","German","Moscow","Moscow/St Petersburg","2","2","German","European",0,1,0,1,0,"female",0
5075,2018-10-12,181,"Диляра Назипова","Dilyara Nazipova","female","salesperson","Tatar","Moscow","Moscow/St Petersburg","2","2","Tatar","Southern",0,1,0,1,0,"female",0
5076,2018-10-12,293,"Умар Сатуев","Umar Satuev","male","salesperson","Chechen","Moscow","Moscow/St Petersburg","2","3","Chechen/Azeri","Southern",0,1,0,1,0,"female",0
5077,2018-10-12,133,"Вадим Ицкович","Vadim Itskovich","male","salesperson","Jewish","Moscow","Moscow/St Petersburg","2","3","Jewish","European",0,0,0,0,1,NA,NA
5078,2018-10-12,51,"Уляна Бабий","Ulyana Babiy","female","cook","Ukrainian","Kazan","Kazan/Ufa","1","1","Ukrainian","European",0,0,0,0,0,NA,NA
5079,2018-10-12,307,"Арзу Мамедова","Arzu Mamedova","female","cook","Azeri","Kazan","Kazan/Ufa","1","1","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
5080,2018-10-12,99,"Гурген Асланян","Gurgen Aslanyan","male","cook","Armenian","Kazan","Kazan/Ufa","1","4","Armenian","Southern",0,0,0,0,0,NA,NA
5081,2018-10-12,4,"Егор Юрьев","Egor Yuryev","male","cook","Russian","Ufa","Kazan/Ufa","1","4","Russian","European",0,0,0,0,0,NA,NA
5082,2018-10-12,321,"Салават Ихсанов","Salavat Ikhsanov","male","cook","Bashkir","Ufa","Kazan/Ufa","1","4",NA,NA,0,0,0,0,0,NA,NA
5083,2018-10-12,196,"Алексей Финк","Aleksey Fink","male","cook","German","Ufa","Kazan/Ufa","1","4","German","European",0,0,0,0,0,NA,NA
5084,2018-10-12,209,"Светлана Кригер","Svetlana Krieger","female","cook","German","Moscow","Moscow/St Petersburg","1","1","German","European",0,0,0,0,0,NA,NA
5085,2018-10-12,177,"Ильсия Закирова","Ilsiya Zakirova","female","cook","Tatar","Moscow","Moscow/St Petersburg","1","1","Tatar","Southern",0,1,0,1,0,"female",0
5086,2018-10-12,81,"Ирма Кобахидзе","Irma Kobakhidze","female","cook","Georgian","Moscow","Moscow/St Petersburg","1","1","Georgian","Southern",0,1,0,1,0,"female",0
5087,2018-10-12,31,"Виктория Тарасова","Viktoria Tarasova","female","programmer","Russian","Kazan","Kazan/Ufa","1","1","Russian","European",0,0,0,0,0,NA,NA
5088,2018-10-12,327,"Ильдар Байбурин","Ildar Baiburin","male","programmer","Bashkir","Ufa","Kazan/Ufa","1","4",NA,NA,0,0,0,0,0,NA,NA
5089,2018-10-12,109,"Алик Симонян","Alik Simonian","male","programmer","Armenian","Moscow","Moscow/St Petersburg","1","4","Armenian","Southern",0,0,0,0,0,NA,NA
5090,2018-10-12,301,"Расул Хатуев","Rasul Khatuev","male","programmer","Chechen","Moscow","Moscow/St Petersburg","1","4","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
5091,2018-10-12,77,"Лука Харчилава","Luka Kharchilava","male","programmer","Georgian","Moscow","Moscow/St Petersburg","1","4","Georgian","Southern",0,0,0,0,0,NA,NA
5092,2018-10-12,173,"Алмаз Нуруллин","Almaz Nurullin","male","programmer","Tatar","Moscow","Moscow/St Petersburg","1","4","Tatar","Southern",0,0,0,0,0,NA,NA
5093,2018-10-12,13,"Александр Королев","Alexander Korolev","male","programmer","Russian","Moscow","Moscow/St Petersburg","1","4","Russian","European",0,0,0,0,0,NA,NA
5094,2018-10-12,141,"Эдуард Шпильман","Eduard Shpilman","male","programmer","Jewish","Moscow","Moscow/St Petersburg","1","4","Jewish","European",0,0,0,0,0,NA,NA
5095,2018-10-12,141,"Эдуард Шпильман","Eduard Shpilman","male","programmer","Jewish","Moscow","Moscow/St Petersburg","1","4","Jewish","European",0,0,1,1,0,"female",NA
5096,2018-10-13,82,"Илона Давитадзе","Ilona Davitadze","female","cook","Georgian","St Petersburg","Moscow/St Petersburg","2","2","Georgian","Southern",0,0,0,0,0,NA,NA
5097,2018-10-13,210,"Александра Герц","Aleksandra Gerts","female","cook","German","St Petersburg","Moscow/St Petersburg","2","2","German","European",0,0,0,0,0,NA,NA
5098,2018-10-13,242,"Илзе Приеде","Ilze Priede","female","cook","Latvian","St Petersburg","Moscow/St Petersburg","2","2","Latvian/Lithuanian","European",0,0,1,1,0,"female",NA
5099,2018-10-13,86,"Нана Чиковани","Nana Chikovani","female","salesperson","Georgian","St Petersburg","Moscow/St Petersburg","2","2","Georgian","Southern",0,1,0,1,0,"female",0
5100,2018-10-13,182,"Лейсан Фатыхова","Leysan Fatykhova","female","salesperson","Tatar","St Petersburg","Moscow/St Petersburg","2","2","Tatar","Southern",0,0,0,0,0,NA,NA
5101,2018-10-13,262,"Санжар Тошпулатов","Sanjar Toshpulatov","male","salesperson","Uzbek","St Petersburg","Moscow/St Petersburg","2","3","Tajik/Uzbek","Southern",0,0,0,0,1,"female",1
5102,2018-10-13,282,"Малика Алимджанова","Malika Alimdzhanova","female","sales manager","Uzbek","St Petersburg","Moscow/St Petersburg","2","2","Tajik/Uzbek","Southern",0,0,0,0,0,NA,NA
5103,2018-10-13,202,"Роман Штерн","Roman Stern","male","sales manager","German","St Petersburg","Moscow/St Petersburg","2","3","German","European",0,1,0,1,0,"female",0
5104,2018-10-13,234,"Альбинас Рискус","Albinas Riskus","male","sales manager","Lithuanian","St Petersburg","Moscow/St Petersburg","2","3","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
5105,2018-10-13,222,"Вера Браун","Vera Braun","female","programmer","German","St Petersburg","Moscow/St Petersburg","2","2","German","European",0,0,0,0,0,NA,NA
5106,2018-10-13,222,"Вера Браун","Vera Braun","female","programmer","German","St Petersburg","Moscow/St Petersburg","2","2","German","European",0,0,0,0,0,NA,NA
5107,2018-10-13,254,"Дайна Римкуте","Daina Rimkute","female","programmer","Lithuanian","St Petersburg","Moscow/St Petersburg","2","2","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
5108,2018-10-13,19,"Елизавета Высоцкая","Elizaveta Vysotskaya","female","cook","Russian","Kazan","Kazan/Ufa","2","2","Russian","European",0,0,0,0,0,NA,NA
5109,2018-10-13,195,"Владимир Гербер","Vladimir Gerber","male","cook","German","Kazan","Kazan/Ufa","2","3","German","European",0,1,0,1,0,"male",1
5110,2018-10-13,305,"Амина Эльмурзаева","Amina Elmurzaeva","female","cook","Chechen","Moscow","Moscow/St Petersburg","2","2","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
5111,2018-10-13,225,"Айварс Калнинс","Aivars Kalnins","male","cook","Latvian","Moscow","Moscow/St Petersburg","2","3","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
5112,2018-10-13,193,"Михаил Берг","Mikhail Berg","male","cook","German","Moscow","Moscow/St Petersburg","2","3","German","European",0,0,0,0,0,NA,NA
5113,2018-10-13,129,"Марат Шмулевич","Marat Shmulevich","male","cook","Jewish","Moscow","Moscow/St Petersburg","2","3","Jewish","European",0,1,1,1,0,"female",1
5114,2018-10-13,1,"Максим Телегин","Maxim Telegin","male","cook","Russian","Moscow","Moscow/St Petersburg","2","3","Russian","European",0,0,0,0,0,NA,NA
5115,2018-10-13,305,"Амина Эльмурзаева","Amina Elmurzaeva","female","cook","Chechen","Moscow","Moscow/St Petersburg","2","2","Chechen/Azeri","Southern",0,0,1,1,0,"male",0
5116,2018-10-13,65,"Каха Абуладзе","Kakha Abuladze","male","cook","Georgian","Moscow","Moscow/St Petersburg","2","3","Georgian","Southern",0,0,0,0,0,NA,NA
5117,2018-10-13,199,"Юрий Гюнтер","Yuriy Gunter","male","salesperson","German","Kazan","Kazan/Ufa","2","3","German","European",0,1,0,1,0,"female",0
5118,2018-10-13,311,"Макка Идрисова","Makka Idrisova","female","salesperson","Chechen","Kazan","Kazan/Ufa","2","2","Chechen/Azeri","Southern",0,0,1,1,0,"female",1
5119,2018-10-13,199,"Юрий Гюнтер","Yuriy Gunter","male","salesperson","German","Kazan","Kazan/Ufa","2","3","German","European",0,0,0,0,0,NA,NA
5120,2018-10-13,168,"Рамис Зиатдинов","Ramis Ziyatdinov","male","salesperson","Tatar","Ufa","Kazan/Ufa","2","3","Tatar","Southern",0,0,0,0,0,NA,NA
5121,2018-10-13,323,"Джалил Ульябаев","Jalil Ulyabaev","male","salesperson","Bashkir","Ufa","Kazan/Ufa","2","3",NA,NA,0,1,0,1,0,NA,NA
5122,2018-10-13,88,"Натия Кварацхелия","Natia Kvaratskhelia","female","salesperson","Georgian","Ufa","Kazan/Ufa","2","2","Georgian","Southern",0,1,0,1,0,"female",1
5123,2018-10-13,181,"Диляра Назипова","Dilyara Nazipova","female","salesperson","Tatar","Moscow","Moscow/St Petersburg","2","2","Tatar","Southern",0,1,0,1,0,"female",0
5124,2018-10-13,69,"Шота Ломидзе","Shota Lomidze","male","salesperson","Georgian","Moscow","Moscow/St Petersburg","2","3","Georgian","Southern",0,0,0,0,0,NA,NA
5125,2018-10-13,181,"Диляра Назипова","Dilyara Nazipova","female","salesperson","Tatar","Moscow","Moscow/St Petersburg","2","2","Tatar","Southern",0,0,0,0,0,NA,NA
5126,2018-10-13,169,"Рустем Шарафиев","Rustem Sharafiev","male","sales manager","Tatar","Moscow","Moscow/St Petersburg","2","3","Tatar","Southern",0,1,0,1,0,"female",1
5127,2018-10-13,105,"Бабкен Мартиросян","Babken Martirosyan","male","sales manager","Armenian","Moscow","Moscow/St Petersburg","2","3","Armenian","Southern",0,0,0,0,1,NA,NA
5128,2018-10-13,265,"Ислом Маматкулов","Islom Mamatkulov","male","sales manager","Uzbek","Moscow","Moscow/St Petersburg","2","3","Tajik/Uzbek","Southern",0,0,1,1,0,"male",0
5129,2018-10-13,283,"Юлдуз Хафизова","Yulduz Khafizova","female","sales manager","Uzbek","Kazan","Kazan/Ufa","2","2","Tajik/Uzbek","Southern",0,0,0,0,1,"male",0
5130,2018-10-13,91,"Марика Турманидзе","Marika Turmanidze","female","sales manager","Georgian","Kazan","Kazan/Ufa","2","2","Georgian","Southern",0,1,0,1,0,"male",0
5131,2018-10-13,59,"Олеся Шевчук","Olesya Shevchuk","female","sales manager","Ukrainian","Kazan","Kazan/Ufa","2","2","Ukrainian","European",0,0,1,1,0,"male",0
5132,2018-10-13,76,"Гоча Имнадзе","Gocha Imnadze","male","sales manager","Georgian","Ufa","Kazan/Ufa","2","3","Georgian","Southern",0,0,0,0,1,NA,NA
5133,2018-10-13,124,"Ануш Костанян","Anush Kostanyan","female","sales manager","Armenian","Ufa","Kazan/Ufa","2","2","Armenian","Southern",0,1,0,1,0,"female",0
5134,2018-10-13,204,"Виктор Люфт","Viktor Luft","male","sales manager","German","Ufa","Kazan/Ufa","2","3","German","European",0,1,0,1,0,"male",1
5135,2018-10-13,125,"Нарине Папян","Narine Papian","female","programmer","Armenian","Moscow","Moscow/St Petersburg","2","2","Armenian","Southern",0,0,0,0,0,NA,NA
5136,2018-10-13,29,"Валерия Соколова","Valeria Sokolova","female","programmer","Russian","Moscow","Moscow/St Petersburg","2","2","Russian","European",0,1,0,1,0,"female",0
5137,2018-10-13,125,"Нарине Папян","Narine Papian","female","programmer","Armenian","Moscow","Moscow/St Petersburg","2","2","Armenian","Southern",0,0,0,0,0,NA,NA
5138,2018-10-13,175,"Камиль Хуснутдинов","Kamil Khusnutdinov","male","programmer","Tatar","Kazan","Kazan/Ufa","2","3","Tatar","Southern",0,0,1,1,0,"female",NA
5139,2018-10-13,15,"Игорь Белов","Igor Belov","male","programmer","Russian","Kazan","Kazan/Ufa","2","3","Russian","European",0,0,0,0,0,NA,NA
5140,2018-10-13,271,"Эльбек Аликжонов","Elbek Alikzhonov","male","programmer","Uzbek","Kazan","Kazan/Ufa","2","3","Tajik/Uzbek","Southern",0,1,0,1,0,"male",1
5141,2018-10-13,128,"Карине Ширинян","Karine Shirinyan","female","programmer","Armenian","Ufa","Kazan/Ufa","2","2","Armenian","Southern",0,0,1,1,0,"female",0
5142,2018-10-13,144,"Михаил Мильман","Mikhail Milman","male","programmer","Jewish","Ufa","Kazan/Ufa","2","3","Jewish","European",0,0,0,0,0,NA,NA
5143,2018-10-13,176,"Айрат Хакимуллин","Airat Khakimullin","male","programmer","Tatar","Ufa","Kazan/Ufa","2","3","Tatar","Southern",0,0,0,0,0,NA,NA
5144,2018-10-13,155,"Людмила Гольдштейн","Lyudmila Goldstein","female","sales manager","Jewish","Kazan","Kazan/Ufa","1","1","Jewish","European",0,0,0,0,0,NA,NA
5145,2018-10-13,315,"Айдан Велиева","Aidan Veliyeva","female","sales manager","Azeri","Kazan","Kazan/Ufa","1","1","Chechen/Azeri","Southern",0,0,1,1,0,"female",NA
5146,2018-10-13,203,"Павел Реймер","Pavel Reimer","male","sales manager","German","Kazan","Kazan/Ufa","1","4","German","European",0,0,0,0,0,NA,NA
5147,2018-10-13,300,"Вугар Гусейнов","Vugar Huseynov","male","sales manager","Azeri","Ufa","Kazan/Ufa","1","4","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
5148,2018-10-13,60,"Свитлана Денисенко","Svitlana Denisenko","female","sales manager","Ukrainian","Ufa","Kazan/Ufa","1","1","Ukrainian","European",0,0,0,0,0,NA,NA
5149,2018-10-13,172,"Динар Шавалиев","Dinar Shavaliev","male","sales manager","Tatar","Ufa","Kazan/Ufa","1","4","Tatar","Southern",0,0,0,0,0,NA,NA
5150,2018-10-13,121,"Аревик Манукян","Arevik Manukyan","female","sales manager","Armenian","Moscow","Moscow/St Petersburg","1","1","Armenian","Southern",0,1,0,1,0,"female",0
5151,2018-10-13,201,"Виталий Кох","Vitaly Koch","male","sales manager","German","Moscow","Moscow/St Petersburg","1","4","German","European",0,0,0,0,0,NA,NA
5152,2018-10-13,233,"Дайнис Арбиданс","Dainis Arbidans","male","sales manager","Latvian","Moscow","Moscow/St Petersburg","1","4","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
5153,2018-10-13,7,"Илья Жуков","Ilya Zhukov","male","salesperson","Russian","Kazan","Kazan/Ufa","1","4","Russian","European",0,0,0,0,0,NA,NA
5154,2018-10-13,247,"Юрате Кукенайте","Jurate Kukenayte","female","salesperson","Lithuanian","Kazan","Kazan/Ufa","1","1","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
5155,2018-10-13,103,"Ваграм Погосян","Vahram Poghosyan","male","salesperson","Armenian","Kazan","Kazan/Ufa","1","4","Armenian","Southern",0,0,0,0,0,NA,NA
5156,2018-10-13,280,"Муниса Бурханова","Munisa Burkhanova","female","salesperson","Uzbek","Ufa","Kazan/Ufa","1","1","Tajik/Uzbek","Southern",0,0,1,1,0,"male",0
5157,2018-10-13,232,"Дариус Урбанас","Darius Urbanas","male","salesperson","Lithuanian","Ufa","Kazan/Ufa","1","4","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
5158,2018-10-13,56,"Ольга Грабчук","Olga Grabchuk","female","salesperson","Ukrainian","Ufa","Kazan/Ufa","1","1","Ukrainian","European",0,0,0,0,0,NA,NA
5159,2018-10-13,197,"Олег Фогель","Oleg Vogel","male","salesperson","German","Moscow","Moscow/St Petersburg","1","4","German","European",0,1,0,1,0,"female",1
5160,2018-10-13,309,"Нигяр Пашаева","Nigyar Pashayeva","female","salesperson","Azeri","Moscow","Moscow/St Petersburg","1","1","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
5161,2018-10-13,85,"Цира Капанадзе","Tzira Kapanadze","female","salesperson","Georgian","Moscow","Moscow/St Petersburg","1","1","Georgian","Southern",0,0,0,0,0,NA,NA
5162,2018-10-13,164,"Равиль Гафиятуллин","Ravil Gafiyatullin","male","cook","Tatar","Ufa","Kazan/Ufa","1","4","Tatar","Southern",0,0,0,0,0,NA,NA
5163,2018-10-13,164,"Равиль Гафиятуллин","Ravil Gafiyatullin","male","cook","Tatar","Ufa","Kazan/Ufa","1","4","Tatar","Southern",0,1,0,1,0,"female",1
5164,2018-10-13,164,"Равиль Гафиятуллин","Ravil Gafiyatullin","male","cook","Tatar","Ufa","Kazan/Ufa","1","4","Tatar","Southern",0,0,1,1,0,"female",NA
5165,2018-10-13,81,"Ирма Кобахидзе","Irma Kobakhidze","female","cook","Georgian","Moscow","Moscow/St Petersburg","1","1","Georgian","Southern",0,0,0,0,0,NA,NA
5166,2018-10-13,209,"Светлана Кригер","Svetlana Krieger","female","cook","German","Moscow","Moscow/St Petersburg","1","1","German","European",0,0,0,0,0,NA,NA
5167,2018-10-13,209,"Светлана Кригер","Svetlana Krieger","female","cook","German","Moscow","Moscow/St Petersburg","1","1","German","European",0,1,0,1,0,"female",0
5168,2018-10-13,145,"Юлиана Якерсон","Yuliana Yakerson","female","cook","Jewish","Moscow","Moscow/St Petersburg","1","1","Jewish","European",0,0,0,0,0,NA,NA
5169,2018-10-13,145,"Юлиана Якерсон","Yuliana Yakerson","female","cook","Jewish","Moscow","Moscow/St Petersburg","1","1","Jewish","European",0,0,1,1,0,"male",NA
5170,2018-10-13,241,"Виталия Римейките","Vitalia Rimeikite","female","cook","Lithuanian","Moscow","Moscow/St Petersburg","1","1","Latvian/Lithuanian","European",0,1,0,1,0,"female",0
5171,2018-10-13,327,"Ильдар Байбурин","Ildar Baiburin","male","programmer","Bashkir","Ufa","Kazan/Ufa","1","4",NA,NA,0,0,0,0,0,NA,NA
5172,2018-10-13,61,"Ярослава Левченко","Yaroslava Levchenko","female","programmer","Ukrainian","Moscow","Moscow/St Petersburg","1","1","Ukrainian","European",0,0,0,0,0,NA,NA
5173,2018-10-13,301,"Расул Хатуев","Rasul Khatuev","male","programmer","Chechen","Moscow","Moscow/St Petersburg","1","4","Chechen/Azeri","Southern",0,0,1,1,0,"female",NA
5174,2018-10-13,141,"Эдуард Шпильман","Eduard Shpilman","male","programmer","Jewish","Moscow","Moscow/St Petersburg","1","4","Jewish","European",0,0,0,0,0,NA,NA
5175,2018-10-13,141,"Эдуард Шпильман","Eduard Shpilman","male","programmer","Jewish","Moscow","Moscow/St Petersburg","1","4","Jewish","European",0,0,0,0,0,NA,NA
5176,2018-10-13,173,"Алмаз Нуруллин","Almaz Nurullin","male","programmer","Tatar","Moscow","Moscow/St Petersburg","1","4","Tatar","Southern",0,0,0,0,0,NA,NA
5177,2018-10-13,13,"Александр Королев","Alexander Korolev","male","programmer","Russian","Moscow","Moscow/St Petersburg","1","4","Russian","European",0,0,1,1,0,"female",0
5178,2018-10-13,13,"Александр Королев","Alexander Korolev","male","programmer","Russian","Moscow","Moscow/St Petersburg","1","4","Russian","European",0,0,0,0,0,NA,NA
5179,2018-10-13,221,"София Мюллер","Sofia Muller","female","programmer","German","Moscow","Moscow/St Petersburg","1","1","German","European",0,1,1,1,0,"female",0
5180,2018-10-16,83,"Нино Кардава","Nino Kardava","female","cook","Georgian","Kazan","Kazan/Ufa","1","1","Georgian","Southern",0,1,1,1,0,"female",0
5181,2018-10-16,211,"Надежда Шнайдер","Nadezhda Schnaider","female","cook","German","Kazan","Kazan/Ufa","1","1","German","European",0,0,0,0,0,NA,NA
5182,2018-10-16,211,"Надежда Шнайдер","Nadezhda Schnaider","female","cook","German","Kazan","Kazan/Ufa","1","1","German","European",0,0,0,0,1,NA,NA
5183,2018-10-16,196,"Алексей Финк","Aleksey Fink","male","cook","German","Ufa","Kazan/Ufa","1","4","German","European",0,0,0,0,0,NA,NA
5184,2018-10-16,196,"Алексей Финк","Aleksey Fink","male","cook","German","Ufa","Kazan/Ufa","1","4","German","European",0,0,1,1,0,"female",NA
5185,2018-10-16,22,"Ирина Бородина","Irina Borodina","female","salesperson","Russian","St Petersburg","Moscow/St Petersburg","1","1","Russian","European",0,0,1,1,0,"female",0
5186,2018-10-16,17,"Светлана Чехова","Svetlana Chekhova","female","cook","Russian","Moscow","Moscow/St Petersburg","1","1","Russian","European",0,0,0,0,0,NA,NA
5187,2018-10-16,177,"Ильсия Закирова","Ilsiya Zakirova","female","cook","Tatar","Moscow","Moscow/St Petersburg","1","1","Tatar","Southern",0,0,0,0,0,NA,NA
5188,2018-10-16,209,"Светлана Кригер","Svetlana Krieger","female","cook","German","Moscow","Moscow/St Petersburg","1","1","German","European",0,0,0,0,0,NA,NA
5189,2018-10-16,112,"Левон Агосян","Levon Agosyan","male","programmer","Armenian","Ufa","Kazan/Ufa","1","4","Armenian","Southern",0,0,0,0,0,NA,NA
5190,2018-10-16,61,"Ярослава Левченко","Yaroslava Levchenko","female","programmer","Ukrainian","Moscow","Moscow/St Petersburg","1","1","Ukrainian","European",0,1,1,1,0,"female",1
5191,2018-10-16,13,"Александр Королев","Alexander Korolev","male","programmer","Russian","Moscow","Moscow/St Petersburg","1","4","Russian","European",0,0,1,1,0,"male",NA
5192,2018-10-16,173,"Алмаз Нуруллин","Almaz Nurullin","male","programmer","Tatar","Moscow","Moscow/St Petersburg","1","4","Tatar","Southern",0,0,0,0,0,NA,NA
5193,2018-10-16,173,"Алмаз Нуруллин","Almaz Nurullin","male","programmer","Tatar","Moscow","Moscow/St Petersburg","1","4","Tatar","Southern",0,0,0,0,0,NA,NA
5194,2018-10-16,221,"София Мюллер","Sofia Muller","female","programmer","German","Moscow","Moscow/St Petersburg","1","1","German","European",0,0,0,0,0,NA,NA
5195,2018-10-16,221,"София Мюллер","Sofia Muller","female","programmer","German","Moscow","Moscow/St Petersburg","1","1","German","European",0,1,0,1,0,"female",0
5196,2018-10-16,301,"Расул Хатуев","Rasul Khatuev","male","programmer","Chechen","Moscow","Moscow/St Petersburg","1","4","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
5197,2018-10-16,301,"Расул Хатуев","Rasul Khatuev","male","programmer","Chechen","Moscow","Moscow/St Petersburg","1","4","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
5198,2018-10-16,162,"Ленар Аглиуллин","Lenar Agliullin","male","cook","Tatar","St Petersburg","Moscow/St Petersburg","2","3","Tatar","Southern",0,0,0,0,0,NA,NA
5199,2018-10-16,146,"Арина Габрилович","Arina Gabrilowitsch","female","cook","Jewish","St Petersburg","Moscow/St Petersburg","2","2","Jewish","European",0,1,0,1,0,"female",0
5200,2018-10-16,242,"Илзе Приеде","Ilze Priede","female","cook","Latvian","St Petersburg","Moscow/St Petersburg","2","2","Latvian/Lithuanian","European",0,1,0,1,0,"male",0
5201,2018-10-16,262,"Санжар Тошпулатов","Sanjar Toshpulatov","male","salesperson","Uzbek","St Petersburg","Moscow/St Petersburg","2","3","Tajik/Uzbek","Southern",0,0,0,0,0,NA,NA
5202,2018-10-16,150,"Илана Лейбович","Ilana Leybovich","female","salesperson","Jewish","St Petersburg","Moscow/St Petersburg","2","2","Jewish","European",0,0,0,0,0,NA,NA
5203,2018-10-16,102,"Саргис Варданян","Sargis Vardanyan","male","salesperson","Armenian","St Petersburg","Moscow/St Petersburg","2","3","Armenian","Southern",0,0,0,0,0,NA,NA
5204,2018-10-16,74,"Дато Вашакидзе","Dato Vashakidze","male","sales manager","Georgian","St Petersburg","Moscow/St Petersburg","2","3","Georgian","Southern",0,1,1,1,0,"male",0
5205,2018-10-16,58,"Злата Юрченко","Zlata Yurchenko","female","sales manager","Ukrainian","St Petersburg","Moscow/St Petersburg","2","2","Ukrainian","European",0,1,0,1,0,"male",0
5206,2018-10-16,26,"Александра Беляева","Aleksandra Belyaeva","female","sales manager","Russian","St Petersburg","Moscow/St Petersburg","2","2","Russian","European",0,1,1,1,0,"female",0
5207,2018-10-16,142,"Леонид Гройсман","Leonid Groisman","male","programmer","Jewish","St Petersburg","Moscow/St Petersburg","2","3","Jewish","European",0,0,0,0,0,NA,NA
5208,2018-10-16,110,"Гегам Егоян","Gegham Egoyan","male","programmer","Armenian","St Petersburg","Moscow/St Petersburg","2","3","Armenian","Southern",0,1,1,1,0,"female",0
5209,2018-10-16,78,"Амиран Убилава","Amiran Ubilava","male","programmer","Georgian","St Petersburg","Moscow/St Petersburg","2","3","Georgian","Southern",0,0,0,0,0,NA,NA
5210,2018-10-16,267,"Фаридун Махкамов","Faridun Mahkamov","male","sales manager","Tajik","Kazan","Kazan/Ufa","1","4","Tajik/Uzbek","Southern",0,0,0,0,0,NA,NA
5211,2018-10-16,315,"Айдан Велиева","Aidan Veliyeva","female","sales manager","Azeri","Kazan","Kazan/Ufa","1","1","Chechen/Azeri","Southern",0,0,0,0,0,NA,NA
5212,2018-10-16,123,"Гаяне Давтян","Gayane Davtyan","female","sales manager","Armenian","Kazan","Kazan/Ufa","1","1","Armenian","Southern",0,0,0,0,0,NA,NA
5213,2018-10-16,172,"Динар Шавалиев","Dinar Shavaliev","male","sales manager","Tatar","Ufa","Kazan/Ufa","1","4","Tatar","Southern",0,0,0,0,0,NA,NA
5214,2018-10-16,60,"Свитлана Денисенко","Svitlana Denisenko","female","sales manager","Ukrainian","Ufa","Kazan/Ufa","1","1","Ukrainian","European",0,1,0,1,0,"female",0
5215,2018-10-16,140,"Исаак Зильберман","Isaac Zilberman","male","sales manager","Jewish","Ufa","Kazan/Ufa","1","4","Jewish","European",0,0,0,0,0,NA,NA
5216,2018-10-16,137,"Виталий Гуревич","Vitaly Gurevich","male","sales manager","Jewish","Moscow","Moscow/St Petersburg","1","4","Jewish","European",0,0,0,0,0,NA,NA
5217,2018-10-16,201,"Виталий Кох","Vitaly Koch","male","sales manager","German","Moscow","Moscow/St Petersburg","1","4","German","European",0,0,0,0,0,NA,NA
5218,2018-10-16,233,"Дайнис Арбиданс","Dainis Arbidans","male","sales manager","Latvian","Moscow","Moscow/St Petersburg","1","4","Latvian/Lithuanian","European",0,0,0,0,0,NA,NA
5219,2018-10-16,39,"Кирило Вдовенко","Kyrylo Vdovenko","male","salesperson","Ukrainian","Kazan","Kazan/Ufa","1","4","Ukrainian","European",0,0,0,0,0,NA,NA
5220,2018-10-16,263,"Ойбек Худайберганов","Oybek Khudaiberganov","male","salesperson","Uzbek","Kazan","Kazan/Ufa","1","4","Tajik/Uzbek","Southern",0,0,0,0,0,NA,NA
5221,2018-10-16,7,"Илья Жуков","Ilya Zhukov","male","salesperson","Russian","Kazan","Kazan/Ufa","1","4","Russian","European",0,0,1,1,0,"female",NA
5222,2018-10-16,120,"Ани Кургинян","Ani Kurginyan","female","salesperson","Armenian","Ufa","Kazan/Ufa","1","1","Armenian","Southern",0,0,1,1,0,"female",0
5223,2018-10-16,324,"Шаура Кинзягулова","Shaura Kinzyagulova","female","salesperson","Bashkir","Ufa","Kazan/Ufa","1","1",NA,NA,0,0,0,0,0,NA,NA
5224,2018-10-16,56,"Ольга Грабчук","Olga Grabchuk","female","salesperson","Ukrainian","Ufa","Kazan/Ufa","1","1","Ukrainian","European",0,0,0,0,0,NA,NA
5225,2018-10-16,101,"Оганес Тоноян","Oganes Tonoyan","male","salesperson","Armenian","Moscow","Moscow/St Petersburg","1","4","Armenian","Southern",0,0,0,0,0,NA,NA
5226,2018-10-16,165,"Айнур Галиуллин","Aynur Galiullin","male","salesperson","Tatar","Moscow","Moscow/St Petersburg","1","4","Tatar","Southern",0,0,0,0,0,NA,NA
